symbol,june_days,mean_close,mean_volume,mean_high_low_bp,relative_tick,dollar_volume
LEN,20,152.90375,340402.4,267.38619014676726,6.540061967087138e-05,52048803.469000004
LH,20,200.977,82852.1,185.53753799268506,4.975693736099156e-05,16651366.5017
LHX,20,222.565,71464.1,146.92462613478622,4.4930694403882016e-05,15905407.4165
LIN,20,437.12749999999994,797480.3,158.6287780208476,2.2876620665595283e-05,348600569.83825
LKQ,20,41.7235,791952.6,236.45190614690264,0.00023967308591081764,33043034.3061
LLY,20,877.4885,248090.15,229.5337147341183,1.1396160747405806e-05,217696253.58827502
LMT,20,465.70649999999995,102683.9,124.14122112068212,2.1472751615019335e-05,47820559.675349995
LNT,20,50.542,730204.15,152.61403438464694,0.00019785524909975862,36905978.1493
LOW,20,221.29450000000003,294422.65,202.67887499526654,4.518865132210696e-05,65154113.120425016
LRCX,20,1024.243,379271.2,349.8172276358053,9.763308121217329e-06,388465871.7016
LULU,20,311.31350000000003,915301.05,335.57674351543386,3.212196066023478e-05,284945573.429175
LUV,20,28.320249999999998,937586.25,329.3674761376134,0.00035310422754036424,26552676.9965625
LVS,20,44.223,732504.65,236.52698635243343,0.00022612667616398707,32393553.13695
LW,20,85.30275,160234.7,194.88907010208018,0.00011722951487496006,13668460.555425001
LYB,20,95.35650000000001,208369.2,193.19689498679352,0.00010486962084388582,19869357.619800005
LYV,20,91.437,286486.15,206.75582417331884,0.0001093649179216291,26195434.09755
MA,20,447.6665,253933.0,152.586373038599,2.2338057460185205e-05,113677297.34449999
MAA,20,139.08800000000002,66375.4,190.50920104112814,7.189692856321177e-05,9232021.635200001
MAR,20,238.2775,816350.4,192.59716910431024,4.196787359276474e-05,194517932.43600002
MAS,20,67.61749999999999,169393.4,233.982435551777,0.0001478907087662218,11453958.224499999
MCD,20,256.226,331074.1,170.81992271084727,3.9028045553534773e-05,84829792.3466
MCHP,20,92.0145,3121951.45,285.8666330833065,0.00010867852349357982,287264801.696025
MCK,20,591.3655,63200.95,159.67279169566152,1.6910015886959926e-05,37374861.397225
MCO,20,413.94449999999995,78709.65,152.04102399630608,2.4157827921375936e-05,32581426.714424994
MDLZ,20,66.912,2721452.5,173.7487640257738,0.0001494500239120038,182097829.68
MDT,20,81.114,930524.3,179.9402254494741,0.0001232832803215228,75478548.07020001
MET,20,70.25375,292980.35,172.4606385725383,0.00014234115616604097,20582968.263812497
META,20,500.46850000000006,3490575.15,248.20739973729945,1.998127754294226e-05,1746922909.457775
MGM,20,41.269999999999996,381420.0,247.08709902020536,0.00024230676035861404,15741203.399999999
MHK,20,113.2565,89380.45,278.8597669774018,8.829515303757401e-05,10122916.935425
MKC,20,69.04249999999999,243565.6,237.624681261564,0.0001448383242205888,16816377.937999997
MKTX,20,198.225,206437.7,307.0008991564264,5.0447723546474966e-05,40921113.0825
MLM,20,550.50275,64781.65,220.1574775558774,1.8165213525273034e-05,35662476.4745375
MMC,20,210.75875000000002,188034.75,136.0663276681003,4.7447614867710114e-05,39629968.8665625
MMM,20,101.035,391441.45,210.69317841243952,9.897560251398031e-05,39549286.90075
MNST,20,50.3885,5292589.8,237.3627410542812,0.00019845798148387033,266685661.13729998
MO,20,45.968,901428.65,141.00351137586713,0.000217542638357118,41436872.1832
MOH,20,306.37199999999996,72307.95,219.57678632735278,3.264005849098482e-05,22153131.257399995
MOS,20,28.5605,590542.0,287.86467954842396,0.0003501339262267817,16866174.791
MPC,20,173.469,310883.2,225.73032856875042,5.764718768194894e-05,53928597.8208
MPWR,20,796.7895000000001,247772.3,361.7218773031983,1.2550366188309457e-05,197422367.03085002
MRK,20,129.87449999999998,711691.6,240.21813038683862,7.699740903718591e-05,92430590.70419998
